,Place,Country,Continent,named_entities_spacy_small_plain_unique,named_entities_spacy_small_plain_unique_dict,no_NE_attractions_plain_unique,no_NE_attractions_plain_unique_dict,assignment_NE_notNE,no_NE_attractions_categories_count
29,Long Beach,canada,America,"['Tofino', 'the Mackenzie Range', 'Hwy-4', 'Combers Beach', 'Hwy-4 road', 'Schooner Bay', 'BC', 'Halfmoon Bay', 'Florencia Bay', 'the Pacific Rim National Park Visitor Centre', 'Half Moon Bay', 'Long Beach', 'South Beach', 'Schooner Cove', 'Ucluelet']","{'Tofino': 2, 'the Mackenzie Range': 1, 'Hwy-4': 2, 'Combers Beach': 1, 'Hwy-4 road': 1, 'Schooner Bay': 1, 'BC': 1, 'Halfmoon Bay': 1, 'Florencia Bay': 1, 'the Pacific Rim National Park Visitor Centre': 1, 'Half Moon Bay': 2, 'Long Beach': 6, 'South Beach': 3, 'Schooner Cove': 2, 'Ucluelet': 1}","['mountain', 'snail', 'lion', 'outline', 'brant', 'coastline', 'tract', 'bird', 'bog', 'fishing', 'swim', 'sea', 'hill', 'starfish', 'human', 'clam', 'mallard', 'forest', 'pintails', 'crag', 'vegetation', 'mammal', 'islet', 'viewpoint']","{'mountain': 1, 'snail': 1, 'lion': 1, 'outline': 1, 'brant': 1, 'coastline': 2, 'tract': 1, 'bird': 1, 'bog': 2, 'fishing': 1, 'swim': 1, 'sea': 2, 'hill': 1, 'starfish': 1, 'human': 1, 'clam': 1, 'mallard': 1, 'forest': 1, 'pintails': 1, 'crag': 1, 'vegetation': 1, 'mammal': 1, 'islet': 1, 'viewpoint': 1}","[('Long Beach', 'beach'), ('Tofino', 'bay')]","{'animal_attraction': 10, 'entertainment_attraction': 2, 'geographic_attraction': 10, 'other_attraction': 2}"
30,Cotahuasi Canyon,peru,America,"['Uscuni', 'Arequipa', 'Alca', 'a Zona de Reserva Turística Nacional', 'Cotahuasi', 'Cañon de Cotahuasi', 'the Valley of the Volcanoes', 'Josla', 'Pampamarca', 'Puya raymondi', 'Colca', 'COTAHUASI CANYON', 'Luicho', 'Pucya', 'Marpa', 'Maucallacta', 'the Bosque de Piedras', 'Lauripampa', 'US', 'settlemenet', 'the Grand Canyon']","{'Uscuni': 1, 'Arequipa': 2, 'Alca': 1, 'a Zona de Reserva Turística Nacional': 1, 'Cotahuasi': 2, 'Cañon de Cotahuasi': 1, 'the Valley of the Volcanoes': 1, 'Josla': 1, 'Pampamarca': 1, 'Puya raymondi': 1, 'Colca': 1, 'COTAHUASI CANYON': 1, 'Luicho': 1, 'Pucya': 1, 'Marpa': 1, 'Maucallacta': 1, 'the Bosque de Piedras': 1, 'Lauripampa': 1, 'US': 1, 'settlemenet': 1, 'the Grand Canyon': 1}","['river', 'waterfall', 'city', 'narrow', 'spa', 'plateau']","{'river': 1, 'waterfall': 1, 'city': 1, 'narrow': 1, 'spa': 1, 'plateau': 1}","[('a Zona de Reserva Turística Nacional', 'canyon'), ('COTAHUASI CANYON', 'arequipa')]","{'architectural_attraction': 1, 'entertainment_attraction': 1, 'geographic_attraction': 4}"
31,Paracas,peru,America,"['the Ballestas Islands', 'Quechua', 'Paracas', 'El Baneario', 'Pisco', 'Peru', 'Paracas Reserve', 'Paracas National Reserve', 'Paracas Trident', 'the Paracas National Reserve', 'El Chaco']","{'the Ballestas Islands': 1, 'Quechua': 1, 'Paracas': 2, 'El Baneario': 1, 'Pisco': 2, 'Peru': 1, 'Paracas Reserve': 1, 'Paracas National Reserve': 1, 'Paracas Trident': 1, 'the Paracas National Reserve': 1, 'El Chaco': 1}","['bay', 'lizard', 'bungalow', 'restaurant', 'fish', 'lion', 'squid', 'scour', 'nourishment', 'factory', 'fox', 'hotel', 'dolphin', 'bird', 'beach', 'peninsula', 'shark', 'marlin', 'seas', 'sea', 'hostel', 'desert', 'resort', 'plaice', 'tyre', 'ocean', 'octopus', 'islands', 'condor']","{'bay': 1, 'lizard': 1, 'bungalow': 1, 'restaurant': 1, 'fish': 2, 'lion': 1, 'squid': 1, 'scour': 1, 'nourishment': 1, 'factory': 1, 'fox': 1, 'hotel': 1, 'dolphin': 2, 'bird': 3, 'beach': 2, 'peninsula': 1, 'shark': 1, 'marlin': 1, 'seas': 1, 'sea': 2, 'hostel': 1, 'desert': 3, 'resort': 2, 'plaice': 1, 'tyre': 1, 'ocean': 1, 'octopus': 1, 'islands': 1, 'condor': 1}","[('Paracas', 'resort'), ('Pisco', 'fish')]","{'animal_attraction': 9, 'architectural_attraction': 7, 'culinary_attraction': 4, 'geographic_attraction': 8, 'other_attraction': 1}"
32,Choquequirao,peru,America,"['Capuliyo', 'the Inca Trail', 'San Ignacio', 'the Apurímac Valley', 'Raqaypata', 'the Apurimac River', 'Machu Picchu', 'Minas Victoria', 'Pumasillo', 'the Río Apurímac', 'the Spanish Conquest', 'Choquequirao', 'Pukyura', 'Abancay', 'Yanama', 'Cachora', 'Cusco', 'Huanipaca', 'Huancacalle', 'Salcantay', 'Vilcabamba', 'Playa Rosalina', 'Apurímac', 'the Villa Los Loros Lodge']","{'Capuliyo': 1, 'the Inca Trail': 1, 'San Ignacio': 1, 'the Apurímac Valley': 1, 'Raqaypata': 1, 'the Apurimac River': 2, 'Machu Picchu': 1, 'Minas Victoria': 1, 'Pumasillo': 1, 'the Río Apurímac': 1, 'the Spanish Conquest': 1, 'Choquequirao': 12, 'Pukyura': 1, 'Abancay': 3, 'Yanama': 1, 'Cachora': 4, 'Cusco': 4, 'Huanipaca': 1, 'Huancacalle': 1, 'Salcantay': 1, 'Vilcabamba': 1, 'Playa Rosalina': 1, 'Apurímac': 2, 'the Villa Los Loros Lodge': 1}","['citadel', 'town', 'dig', 'uphill', 'rainforest', 'city', 'bank', 'approach', 'canal', 'vegetation', 'bridge', 'steep', 'sea', 'macaw', 'plaza', 'building', 'produce']","{'citadel': 3, 'town': 2, 'dig': 1, 'uphill': 2, 'rainforest': 1, 'city': 1, 'bank': 1, 'approach': 1, 'canal': 1, 'vegetation': 1, 'bridge': 1, 'steep': 1, 'sea': 1, 'macaw': 1, 'plaza': 1, 'building': 1, 'produce': 1}","[('the Inca Trail', 'cusco'), ('Choquequirao', 'produce'), ('Cusco', 'citadel')]","{'animal_attraction': 1, 'architectural_attraction': 5, 'culinary_attraction': 1, 'geographic_attraction': 7, 'other_attraction': 3}"
33,Huacachina,peru,America,"['Salvaterra', 'Ica', 'Biblioteca Abraham Valdelomar', 'HUACACHINA', 'Peru']","{'Salvaterra': 1, 'Ica': 1, 'Biblioteca Abraham Valdelomar': 1, 'HUACACHINA': 1, 'Peru': 1}","['resort', 'bathe', 'house', 'syrup', 'dune', 'lagoon', 'male', 'lake']","{'resort': 1, 'bathe': 1, 'house': 1, 'syrup': 1, 'dune': 3, 'lagoon': 8, 'male': 1, 'lake': 3}","[('HUACACHINA', 'bathe')]","{'animal_attraction': 1, 'architectural_attraction': 2, 'culinary_attraction': 1, 'entertainment_attraction': 1, 'geographic_attraction': 3}"
34,Plaza de Armas,peru,America,"['La Compañía', 'the Plaza de Armas', 'La Catedral', 'the Triunfo Chapel', 'Catedral', 'Cusco', 'Peru', 'Iglesia de la Compañía de Jesus', 'Sacsayhuaman']","{'La Compañía': 1, 'the Plaza de Armas': 1, 'La Catedral': 1, 'the Triunfo Chapel': 1, 'Catedral': 1, 'Cusco': 2, 'Peru': 1, 'Iglesia de la Compañía de Jesus': 1, 'Sacsayhuaman': 1}","['fortress', 'puma', 'house', 'building', 'seat', 'shop', 'restaurants', 'palace']","{'fortress': 1, 'puma': 1, 'house': 1, 'building': 1, 'seat': 1, 'shop': 1, 'restaurants': 1, 'palace': 1}","[('Cusco', 'plaza'), ('the Plaza de Armas', 'plaza'), ('Sacsayhuaman', 'plaza'), ('Catedral', 'palace')]","{'animal_attraction': 1, 'architectural_attraction': 5, 'entertainment_attraction': 1, 'geographic_attraction': 1}"
35,Pisac,peru,America,"['PISAC', 'Paucartambo festival', 'Calle Bolognesi', 'Walter’s', 'Pisac', 'the Sacred Valley', 'Luigi', 'Fiesta de la Virgen del Carmen', 'the Inca Empire', 'Virgen del Carmen', 'Sacred Valley', 'Cusco', 'Paucartambo']","{'PISAC': 1, 'Paucartambo festival': 1, 'Calle Bolognesi': 1, 'Walter’s': 1, 'Pisac': 1, 'the Sacred Valley': 1, 'Luigi': 1, 'Fiesta de la Virgen del Carmen': 1, 'the Inca Empire': 1, 'Virgen del Carmen': 1, 'Sacred Valley': 1, 'Cusco': 1, 'Paucartambo': 1}","['citadel', 'town', 'river', 'jungle', 'snake', 'canyon', 'bridge', 'plaza', 'gorge', 'shop']","{'citadel': 2, 'town': 2, 'river': 1, 'jungle': 1, 'snake': 1, 'canyon': 1, 'bridge': 1, 'plaza': 2, 'gorge': 1, 'shop': 1}","[('the Sacred Valley', 'valley'), ('PISAC', 'citadel'), ('the Inca Empire', 'jungle'), ('Paucartambo', 'fiesta')]","{'animal_attraction': 1, 'architectural_attraction': 3, 'entertainment_attraction': 1, 'geographic_attraction': 4, 'other_attraction': 1}"
36,Chachapoyas and around,peru,America,"['Chachapoyas', 'Magdalena', 'CHACHAPOYAS', 'Peru', 'Nuevo Tingo', 'Pueblo de los Muertos', 'breathtaking', 'Aymara', 'Kuelap', 'Balsas', 'Carajía', 'Leymebamba', 'La Jalca', 'Colombia', 'Utcubamba Valley', 'Purunllacta', 'the Chachapoyas region', 'Cusco', 'Cajamarca', 'Cataratas de Gocta', 'Chachapoyas Town', 'Vilcabamba', 'the Utcubamba Valley', 'KUELAP', 'Tingo', 'Andes']","{'Chachapoyas': 5, 'Magdalena': 1, 'CHACHAPOYAS': 1, 'Peru': 3, 'Nuevo Tingo': 1, 'Pueblo de los Muertos': 1, 'breathtaking': 1, 'Aymara': 1, 'Kuelap': 6, 'Balsas': 1, 'Carajía': 1, 'Leymebamba': 1, 'La Jalca': 1, 'Colombia': 1, 'Utcubamba Valley': 1, 'Purunllacta': 2, 'the Chachapoyas region': 1, 'Cusco': 1, 'Cajamarca': 1, 'Cataratas de Gocta': 1, 'Chachapoyas Town': 1, 'Vilcabamba': 1, 'the Utcubamba Valley': 1, 'KUELAP': 1, 'Tingo': 2, 'Andes': 1}","['bear', 'city', 'ridge', 'veggie', 'passageway', 'steep', 'serpent', 'building', 'temple', 'puma', 'house', 'highland', 'produce', 'citadel', 'approach', 'ravine', 'fortification', 'plain', 'hummingbird', 'human', 'animal', 'cavity', 'fortress', 'forest', 'vegetation', 'deer', 'condor', 'land']","{'bear': 1, 'city': 4, 'ridge': 1, 'veggie': 1, 'passageway': 1, 'steep': 1, 'serpent': 1, 'building': 2, 'temple': 1, 'puma': 1, 'house': 2, 'highland': 1, 'produce': 1, 'citadel': 2, 'approach': 1, 'ravine': 1, 'fortification': 1, 'plain': 1, 'hummingbird': 1, 'human': 1, 'animal': 1, 'cavity': 1, 'fortress': 1, 'forest': 1, 'vegetation': 1, 'deer': 1, 'condor': 1, 'land': 2}","[('CHACHAPOYAS', 'andes'), ('Andes', 'town'), ('Chachapoyas', 'city'), ('Peru', 'magdalena'), ('Purunllacta', 'valley')]","{'animal_attraction': 8, 'architectural_attraction': 8, 'culinary_attraction': 2, 'geographic_attraction': 9, 'other_attraction': 1}"
37,Chiclayo,peru,America,"['north', 'the Mercado Modelo', 'the Central Market', 'Chiclayo', 'the Feria Balta', 'Peru', 'CHICLAYO']","{'north': 1, 'the Mercado Modelo': 1, 'the Central Market': 1, 'Chiclayo': 1, 'the Feria Balta': 1, 'Peru': 1, 'CHICLAYO': 1}","['town', 'animal', 'city', 'bank', 'chick', 'fox', 'stray', 'condor', 'shop', 'fish', 'sprawl']","{'town': 2, 'animal': 1, 'city': 2, 'bank': 1, 'chick': 1, 'fox': 1, 'stray': 1, 'condor': 1, 'shop': 1, 'fish': 1, 'sprawl': 1}","[('Peru', 'city'), ('CHICLAYO', 'town')]","{'animal_attraction': 6, 'architectural_attraction': 3, 'entertainment_attraction': 1, 'geographic_attraction': 1}"
38,Piura,peru,America,"['Huancabamba', 'Tanguis', 'the west bank', 'Peru', 'the Río Loco', 'PIURA', 'Piura', 'Cajamarca', 'San Miguel de Piura', 'Sechura Desert']","{'Huancabamba': 1, 'Tanguis': 1, 'the west bank': 1, 'Peru': 1, 'the Río Loco': 1, 'PIURA': 1, 'Piura': 3, 'Cajamarca': 1, 'San Miguel de Piura': 1, 'Sechura Desert': 1}","['town', 'city', 'mountains', 'sombrero', 'oasis', 'riverbed', 'sea', 'produce']","{'town': 1, 'city': 3, 'mountains': 1, 'sombrero': 1, 'oasis': 1, 'riverbed': 1, 'sea': 1, 'produce': 1}","[('PIURA', 'desert')]","{'architectural_attraction': 2, 'culinary_attraction': 1, 'geographic_attraction': 4, 'other_attraction': 1}"
39,Pucallpa,peru,America,"['Pucallpa', 'La Hoyada', 'PUCALLPA', 'Jirón Tarapacá', 'Jirón Mariscal Cáceres', 'Dos de Mayo', 'Jirón Tanca block', 'Puerto Italia', 'Jirón Independencia', 'the Semana Turística de la Region Ucayali', 'Lago Yarinacocha']","{'Pucallpa': 2, 'La Hoyada': 1, 'PUCALLPA': 1, 'Jirón Tarapacá': 1, 'Jirón Mariscal Cáceres': 1, 'Dos de Mayo': 1, 'Jirón Tanca block': 1, 'Puerto Italia': 1, 'Jirón Independencia': 1, 'the Semana Turística de la Region Ucayali': 1, 'Lago Yarinacocha': 1}","['town', 'frontier', 'city', 'jungle', 'shopping', 'produce', 'port']","{'town': 1, 'frontier': 1, 'city': 2, 'jungle': 2, 'shopping': 1, 'produce': 1, 'port': 1}","[('PUCALLPA', 'jungle')]","{'architectural_attraction': 2, 'culinary_attraction': 1, 'entertainment_attraction': 1, 'geographic_attraction': 3}"
40,Rio de Janeiro Travel Guide,brazil,America,"['Centro (Av', 'the Jockey Club', 'Bafo da Onça', 'Zona Sul', 'Rua Raul Pompéia 102', 'São Conrado', 'Sambódromo', 'Largo do Carioca', 'Gávea', 'Niterói', 'the Banda da Ipanema', 'the Paraiba Valley', 'Leblon', 'The Hawaiian Ball', 'the Baile Vermelho e Preto', 'Lapa', 'Pelo Telefone', 'Rua Visconde de Pirajá', 'Guanabara Bay', 'Fazenda Campos Eliseos', 'Estação Primeira Mangueira', 'Rio city', 'the “Red and Black Ball”', 'Ipanema', 'Alta da Boa Vista', 'the Carmelitas de Santa Teresa', 'Humaitá', 'the Feira Nordestina', 'Praça Tiradentes', 'Mangueira', 'The Grande Gala G', 'Cinelândia', 'the Pão de Açúcar', 'Avenida Pasteur', 'the Recife Carnaval', 'Corcovado mountain', 'Tijuca', 'Maxims', 'Casanova', 'Rua Siquera Campos', 'Portugal', 'Flamengo', 'Rio das Flores', 'Avenida Rio Branco', 'Praça Santos', 'the Monte Libano', 'Rua Mem de Sá 25', 'Rua Farme de Amoedo', 'Praça Serzedelo Correia 15', 'Parque Nacional da Tijuca', 'Teresópolis', 'the Parque Nacional da Tijuca', 'Carnaval', 'Rua Farme de Amoedo 87', 'Copacabana', 'Just Fly', 'the Feira de Antiguidades', 'the Gay Kiosk Rainbow', 'the Costa do Sol', 'the Bay of Sepetiba', 'the Rio Yacht Club', 'Help', 'Cariocas', 'Rua Visconde Silva', 'Cacique de Ramos', 'Bofetada', 'Division 2', 'Búzios', 'the Yacht Club', 'the Mata Atlântica', 'Rua Siqueira Campos', 'Brazil', 'Parque Nacional da Serra dos Órgãos', 'The Cidade do Samba', 'The Instituto Moreira Salles', 'the Babilônia Feira Hype', 'the Travessa Cristiano Lacorte', 'Botafogo', 'Saúde', 'Rua Francisco Sá', 'Festival de São Roque', 'Praça Mauá', 'the Magic Ball', 'Pinheiral', 'O Globo', 'Rua Teixeira do Melo', 'Carnaval Carnaval', 'Instituto Moreira Salles', 'the Zona Sul', 'the Passarela da Samba', 'Rio Branco', 'the Agulha do Diablo', 'the Zona Norte', 'New Year', 'the Costa Verde', 'Maracanã', 'Unibanco', 'Caderno B', 'Rua Cesar Nillares 120', 'Division 1', 'Avenida 28 de Setembro', 'Centro', 'the Baile dos Enxutos', 'the Ilha de Paquetá –', 'the Banda da Glória', 'Sugar Loaf mountain', 'Encontros', 'Museu de Arte Contemporânea', 'Desfile', 'Corrêas', 'Estação Glória', 'Paraty', 'Instituto', 'Corcovado', 'Northeast', 'Marcelo', 'the Hotel Itália', 'Bay of Guanabara', 'Rua Miguel Lemos', 'Guanabara', 'Sydney', 'Veja', 'Newsweek', 'Afrânio de Melo Franco 292', 'São Roque', 'Fazenda Santa Justa', 'the Jornal do Brasil', 'Ilha de Paquetá', 'Division 3', 'Rio de Janeiro', 'Inc', 'the Pedra do Sino', 'Rio', 'Roçinha', 'Rome', 'Largo dos Guimarães', 'Rio Scala', 'Azores', 'Parque do Flamengo', 'Blocos de Empolgacão', 'Le Boy', 'bus #', 'Atlantic', 'Salvador', 'Cabo Frio', 'Pedra Bonita', 'The ILHA DE PAQUETÁ', 'the Mercado das Pulgas', 'San Francisco’s', 'Clubes de Frevo', 'the Parque Nacional da Serra dos Órgãos', 'Avenida Atlântica', 'Bum Bum Night', 'The Comissão da Frente', 'Le Ball', 'the Baile de Champagne', 'Petrópolis', 'the Cidade Marvilhosa', 'São Paulo', 'Cosme Velho', 'the Cabaré Casanova', 'Rio Carnaval', 'Ilha Grande', 'the Zona Sul’s', 'Vila Canoas', 'the Copacabana Palace Hotel', 'Praça General Osório', 'Jardim Botânico', 'the Teatro', 'the Fazenda Santo Antônio', 'Sugar Loaf', 'the Aqueduto da Carioca', 'Av']","{'Centro (Av': 1, 'the Jockey Club': 1, 'Bafo da Onça': 1, 'Zona Sul': 2, 'Rua Raul Pompéia 102': 1, 'São Conrado': 2, 'Sambódromo': 5, 'Largo do Carioca': 1, 'Gávea': 1, 'Niterói': 1, 'the Banda da Ipanema': 1, 'the Paraiba Valley': 2, 'Leblon': 3, 'The Hawaiian Ball': 1, 'the Baile Vermelho e Preto': 1, 'Lapa': 2, 'Pelo Telefone': 1, 'Rua Visconde de Pirajá': 1, 'Guanabara Bay': 3, 'Fazenda Campos Eliseos': 1, 'Estação Primeira Mangueira': 1, 'Rio city': 2, 'the “Red and Black Ball”': 1, 'Ipanema': 12, 'Alta da Boa Vista': 1, 'the Carmelitas de Santa Teresa': 1, 'Humaitá': 1, 'the Feira Nordestina': 1, 'Praça Tiradentes': 1, 'Mangueira': 1, 'The Grande Gala G': 1, 'Cinelândia': 1, 'the Pão de Açúcar': 1, 'Avenida Pasteur': 1, 'the Recife Carnaval': 1, 'Corcovado mountain': 1, 'Tijuca': 3, 'Maxims': 1, 'Casanova': 1, 'Rua Siquera Campos': 1, 'Portugal': 1, 'Flamengo': 2, 'Rio das Flores': 1, 'Avenida Rio Branco': 3, 'Praça Santos': 1, 'the Monte Libano': 1, 'Rua Mem de Sá 25': 1, 'Rua Farme de Amoedo': 1, 'Praça Serzedelo Correia 15': 1, 'Parque Nacional da Tijuca': 1, 'Teresópolis': 2, 'the Parque Nacional da Tijuca': 2, 'Carnaval': 23, 'Rua Farme de Amoedo 87': 1, 'Copacabana': 13, 'Just Fly': 1, 'the Feira de Antiguidades': 1, 'the Gay Kiosk Rainbow': 1, 'the Costa do Sol': 2, 'the Bay of Sepetiba': 1, 'the Rio Yacht Club': 1, 'Help': 1, 'Cariocas': 1, 'Rua Visconde Silva': 1, 'Cacique de Ramos': 1, 'Bofetada': 1, 'Division 2': 1, 'Búzios': 1, 'the Yacht Club': 1, 'the Mata Atlântica': 1, 'Rua Siqueira Campos': 1, 'Brazil': 10, 'Parque Nacional da Serra dos Órgãos': 1, 'The Cidade do Samba': 1, 'The Instituto Moreira Salles': 1, 'the Babilônia Feira Hype': 1, 'the Travessa Cristiano Lacorte': 1, 'Botafogo': 3, 'Saúde': 1, 'Rua Francisco Sá': 1, 'Festival de São Roque': 1, 'Praça Mauá': 1, 'the Magic Ball': 1, 'Pinheiral': 1, 'O Globo': 1, 'Rua Teixeira do Melo': 1, 'Carnaval Carnaval': 1, 'Instituto Moreira Salles': 1, 'the Zona Sul': 3, 'the Passarela da Samba': 1, 'Rio Branco': 1, 'the Agulha do Diablo': 1, 'the Zona Norte': 1, 'New Year': 1, 'the Costa Verde': 2, 'Maracanã': 1, 'Unibanco': 1, 'Caderno B': 1, 'Rua Cesar Nillares 120': 1, 'Division 1': 2, 'Avenida 28 de Setembro': 1, 'Centro': 7, 'the Baile dos Enxutos': 1, 'the Ilha de Paquetá –': 1, 'the Banda da Glória': 1, 'Sugar Loaf mountain': 1, 'Encontros': 1, 'Museu de Arte Contemporânea': 1, 'Desfile': 1, 'Corrêas': 1, 'Estação Glória': 1, 'Paraty': 2, 'Instituto': 1, 'Corcovado': 2, 'Northeast': 1, 'Marcelo': 1, 'the Hotel Itália': 1, 'Bay of Guanabara': 1, 'Rua Miguel Lemos': 1, 'Guanabara': 1, 'Sydney': 1, 'Veja': 1, 'Newsweek': 1, 'Afrânio de Melo Franco 292': 1, 'São Roque': 1, 'Fazenda Santa Justa': 1, 'the Jornal do Brasil': 1, 'Ilha de Paquetá': 1, 'Division 3': 1, 'Rio de Janeiro': 10, 'Inc': 1, 'the Pedra do Sino': 1, 'Rio': 51, 'Roçinha': 1, 'Rome': 1, 'Largo dos Guimarães': 1, 'Rio Scala': 1, 'Azores': 1, 'Parque do Flamengo': 1, 'Blocos de Empolgacão': 1, 'Le Boy': 1, 'bus #': 1, 'Atlantic': 1, 'Salvador': 1, 'Cabo Frio': 1, 'Pedra Bonita': 1, 'The ILHA DE PAQUETÁ': 1, 'the Mercado das Pulgas': 1, 'San Francisco’s': 1, 'Clubes de Frevo': 1, 'the Parque Nacional da Serra dos Órgãos': 1, 'Avenida Atlântica': 2, 'Bum Bum Night': 1, 'The Comissão da Frente': 1, 'Le Ball': 1, 'the Baile de Champagne': 1, 'Petrópolis': 6, 'the Cidade Marvilhosa': 1, 'São Paulo': 1, 'Cosme Velho': 1, 'the Cabaré Casanova': 1, 'Rio Carnaval': 1, 'Ilha Grande': 1, 'the Zona Sul’s': 1, 'Vila Canoas': 1, 'the Copacabana Palace Hotel': 2, 'Praça General Osório': 1, 'Jardim Botânico': 1, 'the Teatro': 1, 'the Fazenda Santo Antônio': 1, 'Sugar Loaf': 1, 'the Aqueduto da Carioca': 1, 'Av': 1}","['town', 'volleyball', 'garden', 'shore', 'stag', 'monkey', 'building', 'studio', 'fish', 'slope', 'chapel', 'highland', 'horse', 'skyscraper', 'park', 'swim', 'incline', 'store', 'human', 'animal', 'forest', 'countryside', 'seaside', 'land', 'office', 'foothill', 'snack', 'skyline', 'avenue', 'beer', 'plant', 'entertainment', 'theatre', 'terrain', 'bird', 'male', 'sea', 'tearoom', 'shop', 'architecture', 'refreshment', 'resort', 'rainforest', 'mount', 'campsite', 'reptile', 'bikini', 'tennis', 'shopping', 'zone', 'junction', 'boutique', 'newsstand', 'nightclub', 'party', 'cattle', 'house', 'football', 'seabed', 'exhibition', 'tea', 'sport', 'ground', 'ocean', 'ocelots', 'demonstration', 'lunch', 'masquerade', 'seat', 'bear', 'agoutis', 'beachfront', 'mix', 'restaurant', 'island', 'insect', 'backwater', 'bank', 'das', 'produce', 'port', 'approach', 'milk', 'draw', 'show', 'coast', 'hill', 'treat', 'seashore', 'meal', 'nightlife']","{'town': 4, 'volleyball': 1, 'garden': 2, 'shore': 1, 'stag': 1, 'monkey': 1, 'building': 4, 'studio': 1, 'fish': 1, 'slope': 2, 'chapel': 1, 'highland': 1, 'horse': 1, 'skyscraper': 1, 'park': 7, 'swim': 2, 'incline': 2, 'store': 2, 'human': 1, 'animal': 1, 'forest': 8, 'countryside': 1, 'seaside': 1, 'land': 4, 'office': 2, 'foothill': 1, 'snack': 1, 'skyline': 1, 'avenue': 1, 'beer': 1, 'plant': 3, 'entertainment': 1, 'theatre': 1, 'terrain': 1, 'bird': 1, 'male': 1, 'sea': 2, 'tearoom': 1, 'shop': 2, 'architecture': 1, 'refreshment': 1, 'resort': 2, 'rainforest': 1, 'mount': 1, 'campsite': 1, 'reptile': 1, 'bikini': 1, 'tennis': 1, 'shopping': 2, 'zone': 1, 'junction': 1, 'boutique': 1, 'newsstand': 1, 'nightclub': 2, 'party': 3, 'cattle': 1, 'house': 5, 'football': 2, 'seabed': 1, 'exhibition': 1, 'tea': 1, 'sport': 3, 'ground': 1, 'ocean': 2, 'ocelots': 1, 'demonstration': 1, 'lunch': 1, 'masquerade': 1, 'seat': 4, 'bear': 3, 'agoutis': 1, 'beachfront': 1, 'mix': 2, 'restaurant': 4, 'island': 4, 'insect': 1, 'backwater': 1, 'bank': 1, 'das': 1, 'produce': 1, 'port': 1, 'approach': 3, 'milk': 1, 'draw': 1, 'show': 7, 'coast': 4, 'hill': 2, 'treat': 2, 'seashore': 1, 'meal': 2, 'nightlife': 4}","[('Rio de Janeiro', 'rio'), ('the Cidade Marvilhosa', 'studio')]","{'animal_attraction': 16, 'architectural_attraction': 13, 'culinary_attraction': 10, 'entertainment_attraction': 19, 'geographic_attraction': 27, 'other_attraction': 6}"
