,occ_brazil,occ_canada,occ_france,occ_germany,occ_italy,occ_mexico,occ_peru,occ_spain,occ_sweden,occ_usa,occ_count_tokens_overall,freq_brazil,tf_idf_brazil,freq_canada,tf_idf_canada,freq_france,tf_idf_france,freq_germany,tf_idf_germany,freq_italy,tf_idf_italy,freq_mexico,tf_idf_mexico,freq_peru,tf_idf_peru,freq_spain,tf_idf_spain,freq_sweden,tf_idf_sweden,freq_usa,tf_idf_usa
mouth,3,0,4,0,0,2,0,0,0,0,9,0.00027220760366572906,2.372294049148903e-05,0.0,0.0,0.00028762493708204504,2.506656380783784e-05,0.0,0.0,0.0,0.0,0.00010814318157240186,9.424697276835753e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
move,4,4,6,8,1,8,2,15,3,0,51,0.00036294347155430543,-0.0002417847712329957,0.0009935419771485345,-0.0006618753014800907,0.00043143740562306753,-0.00028741388837551365,0.0010645375914836992,-0.0007091709817056142,0.00018158707100054475,-0.00012096921934623413,0.00043257272628960744,-0.0002881702134485612,0.0010946907498631637,-0.0007292583370987535,0.001119737234995521,-0.0007459437417210861,0.00038684719535783365,-0.000257708893980546,0.0,-0.0
movement,2,0,4,1,0,1,0,2,1,1,12,0.00018147173577715272,-6.857555737120008e-06,0.0,-0.0,0.00028762493708204504,-1.0868932448234646e-05,0.0001330671989354624,-5.028417949354597e-06,0.0,-0.0,5.407159078620093e-05,-2.043287600811063e-06,0.0,-0.0,0.00014929829799940282,-5.64176782463419e-06,0.0001289490651192779,-4.872799598891013e-06,0.0005361930294906167,-2.0261962943377913e-05
movie,0,0,2,0,0,2,0,2,0,1,7,0.0,0.0,0.0,0.0,0.00014381246854102252,2.8229617479538103e-05,0.0,0.0,0.0,0.0,0.00010814318157240186,2.1227927451494342e-05,0.0,0.0,0.00014929829799940282,2.9306456426391193e-05,0.0,0.0,0.0005361930294906167,0.00010525182045252988
moving,0,0,2,0,0,2,0,0,0,0,4,0.0,0.0,0.0,0.0,0.00014381246854102252,6.318151921050733e-05,0.0,0.0,0.0,0.0,0.00010814318157240186,4.751083527957853e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
much,40,11,34,13,11,42,4,33,10,7,205,0.003629434715543054,-0.004610692953080589,0.00273224043715847,-0.003470932174583413,0.002444811965197383,-0.0031057942029564965,0.0017298735861610113,-0.0021975642430695783,0.0019974577810059923,-0.002537492815484442,0.002271006813020439,-0.0028849988854599455,0.0021893814997263274,-0.0027813052564806336,0.0024634219169901465,-0.003129435563199348,0.0012894906511927789,-0.0016381188599581293,0.0037533512064343165,-0.004768111652162309
mud,0,0,0,0,0,1,1,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,2.3755417639789263e-05,0.0005473453749315818,0.00024046671802422696,0.0,0.0,0.0,0.0,0.0010723860589812334,0.00047113425611824413
muddy,2,0,1,0,0,0,0,0,0,0,3,0.00018147173577715272,0.00010239931593114283,0.0,0.0,7.190623427051126e-05,4.0574633669271773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muertos,0,0,0,0,0,7,1,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003785011355034065,5.234772829912243e-05,0.0005473453749315818,7.569934218187273e-05,0.0,0.0,0.0,0.0,0.0,0.0
muggy,0,0,0,0,1,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,0.00013444029226334554,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mule,3,1,1,0,0,0,0,0,0,0,5,0.00027220760366572906,9.321005738740757e-05,0.00024838549428713363,8.50528268311491e-05,7.190623427051126e-05,2.462232550673807e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mullet,0,0,1,0,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
multi,0,2,2,0,0,0,0,3,0,0,7,0.0,0.0,0.0004967709885742673,9.751348492000407e-05,0.00014381246854102252,2.8229617479538103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002239474469991042,4.395968463958679e-05,0.0,0.0,0.0,0.0
multiple,0,0,1,0,0,3,0,1,0,0,5,0.0,0.0,0.0,0.0,7.190623427051126e-05,2.462232550673807e-05,0.0,0.0,0.0,0.0,0.0001622147723586028,5.5546017219996696e-05,0.0,0.0,7.464914899970141e-05,2.5561561721574075e-05,0.0,0.0,0.0,0.0
multistorey,0,0,0,1,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,9.851798928732452e-05,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
municipal,1,0,0,1,0,3,0,0,0,0,5,9.073586788857636e-05,3.1070019129135856e-05,0.0,0.0,0.0,0.0,0.0001330671989354624,4.556522698898287e-05,0.0,0.0,0.0001622147723586028,5.5546017219996696e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
municipality,0,0,0,0,0,2,0,0,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010814318157240186,4.751083527957853e-05,0.0,0.0,0.0,0.0,0.0002578981302385558,0.00011330308029149262,0.0,0.0
mural,1,0,0,0,2,25,0,4,0,0,32,9.073586788857636e-05,-4.207942048468206e-05,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0003631741420010895,-0.0001684246570407412,0.0013517897696550232,-0.0006269023644988658,0.0,-0.0,0.00029859659599880563,-0.0001384763491076981,0.0,-0.0,0.0,-0.0
murder,1,0,2,3,0,0,0,1,1,0,8,9.073586788857636e-05,1.2549015349449367e-05,0.0,0.0,0.00014381246854102252,1.9889652429176886e-05,0.0003992015968063872,5.521065795061136e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,1.0324178722475475e-05,0.0001289490651192779,1.7834003632015664e-05,0.0,0.0
murky,1,0,0,0,0,0,0,0,1,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
muscle,1,0,0,0,1,0,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
museo,0,0,0,0,5,19,0,7,0,0,31,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0009079353550027238,-0.000408542771632511,0.0010273602249378177,-0.0004622802619684711,0.0,-0.0,0.0005225440429979098,-0.00023512862501734347,0.0,-0.0,0.0,-0.0
museu,6,0,0,0,0,0,0,17,0,0,23,0.0005444152073314581,-0.00017439532757065665,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0012690355329949238,-0.00040651668890782716,0.0,-0.0,0.0,-0.0
museum,7,0,26,45,14,28,0,52,30,5,207,0.0006351510752200344,-0.0008095493713901504,0.0,-0.0,0.0018695620910332926,-0.0023829020757723455,0.005988023952095809,-0.007632201558674807,0.002542218994007627,-0.003240255537349137,0.001514004542013626,-0.0019297163668413211,0.0,-0.0,0.003881755747984473,-0.004947599159117052,0.0038684719535783366,-0.0049306679315229895,0.002680965147453083,-0.0034170982849830904
museums,0,0,0,2,1,2,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0002661343978709248,9.113045397796574e-05,0.00018158707100054475,6.217953165465884e-05,0.00010814318157240186,3.7030678146664464e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom,1,0,0,0,0,2,0,3,1,0,7,9.073586788857636e-05,1.7810964989018076e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010814318157240186,2.1227927451494342e-05,0.0,0.0,0.0002239474469991042,4.395968463958679e-05,0.0001289490651192779,2.53120109792351e-05,0.0,0.0
music,17,1,8,3,0,10,2,22,3,0,66,0.001542509754105798,-0.0012003058938863935,0.00024838549428713363,-0.00019328148295669241,0.0005752498741640901,-0.00044763140886382033,0.0003992015968063872,-0.00031063922171003735,0.0,-0.0,0.0005407159078620093,-0.0004207587598051496,0.0010946907498631637,-0.0008518349757894293,0.0016422812779934308,-0.0012779432299522364,0.00038684719535783365,-0.00030102562877510394,0.0,-0.0
musical,3,0,1,2,0,1,0,2,1,0,10,0.00027220760366572906,1.1267403636210438e-05,0.0,0.0,7.190623427051126e-05,2.9763921160728467e-06,0.0002661343978709248,1.1016017340844997e-05,0.0,0.0,5.407159078620093e-05,2.238168333417599e-06,0.0,0.0,0.00014929829799940282,6.179857443748146e-06,0.0001289490651192779,5.337548053929733e-06,0.0,0.0
musician,0,0,0,1,0,3,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,5.846077096876415e-05,0.0,0.0,0.0001622147723586028,7.126625291936779e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muslim,0,0,0,1,0,0,0,5,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,3.502880036920577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000373245744998507,9.825374543691453e-05,0.0,0.0,0.0,0.0
must,3,2,3,2,0,7,0,2,0,0,19,0.00027220760366572906,-6.461144609235203e-05,0.0004967709885742673,-0.0001179140167881788,0.00021571870281153377,-5.120318885336965e-05,0.0002661343978709248,-6.316990440308819e-05,0.0,-0.0,0.0003785011355034065,-8.984137615238604e-05,0.0,-0.0,0.00014929829799940282,-3.5437580739713933e-05,0.0,-0.0,0.0,-0.0
mute,0,0,0,1,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,9.851798928732452e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
mysterious,1,0,2,0,0,1,0,0,0,0,4,9.073586788857636e-05,3.986323326651507e-05,0.0,0.0,0.00014381246854102252,6.318151921050733e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mystery,1,0,0,0,0,1,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
myth,0,0,1,0,0,1,2,2,1,0,7,0.0,0.0,0.0,0.0,7.190623427051126e-05,1.4114808739769051e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,1.0613963725747171e-05,0.0010946907498631637,0.00021488193228677417,0.00014929829799940282,2.9306456426391193e-05,0.0001289490651192779,2.53120109792351e-05,0.0,0.0
málaga,0,0,1,0,0,0,0,7,0,0,8,0.0,0.0,0.0,0.0,7.190623427051126e-05,9.944826214588443e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005225440429979098,7.226925105732832e-05,0.0,0.0,0.0,0.0
mâché,0,0,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
nacional,15,0,0,0,0,12,1,12,0,0,40,0.0013610380183286454,-0.0007630895193309193,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0006488590894344112,-0.00036379407775694,0.0005473453749315818,-0.0003068786569073549,0.0008957897879964168,-0.0005022400473303112,0.0,-0.0,0.0,-0.0
naked,0,1,0,0,0,1,0,0,7,0,9,0.0,0.0,0.00024838549428713363,2.1646839473149576e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.712348638417876e-06,0.0,0.0,0.0,0.0,0.0009026434558349452,7.86655357875308e-05,0.0,0.0
name,19,5,22,12,11,24,4,14,20,0,131,0.0017239814898829507,-0.0018547948098587466,0.0012419274714356682,-0.001336163202306929,0.0015819371539512476,-0.0017019723470875002,0.0015968063872255488,-0.001717969837121819,0.0019974577810059923,-0.002149022101956225,0.0012977181788688223,-0.0013961872310987856,0.0021893814997263274,-0.00235550872577458,0.0010450880859958196,-0.0011243879178087152,0.0025789813023855577,-0.002774670820109708,0.0,-0.0
napoleon,0,0,16,2,8,1,0,1,0,0,28,0.0,-0.0,0.0,-0.0,0.0011504997483281802,-0.0004668329286649822,0.0002661343978709248,-0.00010798811608356465,0.001452696568004358,-0.0005894539258165885,5.407159078620093e-05,-2.194037775408209e-05,0.0,-0.0,7.464914899970141e-05,-3.0290037786204405e-05,0.0,-0.0,0.0,-0.0
napoleone,0,0,1,0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
napoleonic,0,0,1,0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
narrow,4,3,11,2,4,14,1,11,4,3,57,0.00036294347155430543,-0.00025931663933010307,0.0007451564828614009,-0.0005324010212475904,0.0007909685769756238,-0.0005651329456861243,0.0002661343978709248,-0.00019014828223932572,0.000726348284002179,-0.0005189628985031897,0.000757002271006813,-0.0005408646256731767,0.0005473453749315818,-0.0003910685115020616,0.0008211406389967154,-0.000586690346047845,0.0005157962604771116,-0.0003685272317288286,0.0016085790884718498,-0.0011493010785752274
natalia,0,0,0,0,1,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
nation,1,0,4,2,0,2,1,1,2,1,14,9.073586788857636e-05,-9.503252928047637e-06,0.0,-0.0,0.00028762493708204504,-3.012449860358467e-05,0.0002661343978709248,-2.787367944644391e-05,0.0,-0.0,0.00010814318157240186,-1.132641402833492e-05,0.0005473453749315818,-5.732640969896716e-05,7.464914899970141e-05,-7.818404786504404e-06,0.0002578981302385558,-2.7011051068991103e-05,0.0005361930294906167,-5.6158364890087404e-05
national,3,19,13,5,0,7,2,13,12,9,83,0.00027220760366572906,-0.0002389126414711502,0.004719324391455539,-0.004142082150307782,0.0009347810455166463,-0.0008204436825938042,0.0006653359946773121,-0.0005839556934250491,0.0,-0.0,0.0003785011355034065,-0.0003322049232467255,0.0010946907498631637,-0.0009607940965712631,0.0009704389369961183,-0.0008517400935974944,0.0015473887814313346,-0.0013581205527548918,0.00482573726541555,-0.004235479176922595
nationalist,0,0,7,1,0,0,0,1,0,0,9,0.0,0.0,0.0,0.0,0.0005033436398935787,4.386648666371621e-05,0.0001330671989354624,1.1596829769647397e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,6.505686452590341e-06,0.0,0.0,0.0,0.0
native,2,2,1,0,0,8,1,0,0,1,15,0.00018147173577715272,-2.444398401187846e-05,0.0004967709885742673,-6.691434371458333e-05,7.190623427051126e-05,-9.685667210574262e-06,0.0,-0.0,0.0,-0.0,0.00043257272628960744,-5.82669293381448e-05,0.0005473453749315818,-7.372664143265256e-05,0.0,-0.0,0.0,-0.0,0.0005361930294906167,-7.222443640614275e-05
natural,15,1,6,4,5,12,1,18,2,2,66,0.0013610380183286454,-0.0010590934357821119,0.00024838549428713363,-0.00019328148295669241,0.00043143740562306753,-0.00033572355664786524,0.0005322687957418496,-0.0004141856289467165,0.0009079353550027238,-0.000706511031762887,0.0006488590894344112,-0.0005049105117661795,0.0005473453749315818,-0.00042591748789471464,0.0013436846819946252,-0.001045589915415466,0.0002578981302385558,-0.00020068375251673597,0.0010723860589812334,-0.0008344785526902346
naturally,0,0,0,2,0,1,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0002661343978709248,0.0001169215419375283,0.0,0.0,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,7.464914899970141e-05,3.279581172217547e-05,0.0,0.0,0.0,0.0
nature,1,2,8,2,0,4,0,1,4,0,22,9.073586788857636e-05,-2.7314217917065713e-05,0.0004967709885742673,-0.00014954296853650332,0.0005752498741640901,-0.00017316746712532177,0.0002661343978709248,-8.011443663712075e-05,0.0,-0.0,0.00021628636314480372,-6.510868295965853e-05,0.0,-0.0,7.464914899970141e-05,-2.24716329997e-05,0.0005157962604771116,-0.0001552701460549226,0.0,-0.0
naval,0,0,2,0,2,0,0,0,1,0,5,0.0,0.0,0.0,0.0,0.00014381246854102252,4.924465101347614e-05,0.0,0.0,0.0003631741420010895,0.0001243590633093177,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,4.415508456766039e-05,0.0,0.0
nave,0,0,1,1,2,0,1,0,0,0,5,0.0,0.0,0.0,0.0,7.190623427051126e-05,2.462232550673807e-05,0.0001330671989354624,4.556522698898287e-05,0.0003631741420010895,0.0001243590633093177,0.0,0.0,0.0005473453749315818,0.00018742347061970787,0.0,0.0,0.0,0.0,0.0,0.0
navidad,0,0,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
navigable,2,0,1,0,1,0,0,0,0,0,4,0.00018147173577715272,7.972646653303015e-05,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.00018158707100054475,7.977713706741649e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navigate,0,0,0,0,0,1,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0005473453749315818,0.00040523409386658126,0.0,0.0,0.0,0.0,0.0,0.0
nazi,0,0,2,7,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.00014381246854102252,1.253328190391892e-05,0.0009314703925482369,8.117780838753179e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nazionale,0,0,1,0,3,0,0,0,0,0,4,0.0,0.0,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.0005447612130016343,0.00023933141120224949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nazis,0,0,0,3,0,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0003992015968063872,0.00017538231290629245,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,3.279581172217547e-05,0.0,0.0,0.0,0.0
near,17,5,15,6,7,21,2,11,4,0,88,0.001542509754105798,-0.0013930251137703512,0.0012419274714356682,-0.0011215722640237748,0.0010785935140576687,-0.0009740670025799346,0.0007984031936127744,-0.0007210299297340866,0.0012711094970038134,-0.0011479262591145096,0.0011355034065102195,-0.0010254617566146217,0.0010946907498631637,-0.0009886042550541255,0.0008211406389967154,-0.0007415638889901,0.0005157962604771116,-0.0004658104381647678,0.0,-0.0
nearby,4,3,8,7,2,19,6,9,6,5,69,0.00036294347155430543,-0.00028943159625407144,0.0007451564828614009,-0.0005942298104165651,0.0005752498741640901,-0.00045873669696068476,0.0009314703925482369,-0.0007428070311448053,0.0003631741420010895,-0.00028961554587943715,0.0010273602249378177,-0.0008192749922137761,0.003284072249589491,-0.0026189044518194755,0.0006718423409973126,-0.0005357649783675181,0.0007736943907156673,-0.0006169875478367739,0.002680965147453083,-0.0021379528299705908
nearer,2,0,0,0,1,0,0,1,0,0,4,0.00018147173577715272,7.972646653303015e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,7.977713706741649e-05,0.0,0.0,0.0,0.0,7.464914899970141e-05,3.279581172217547e-05,0.0,0.0,0.0,0.0
nearly,2,0,6,4,1,3,0,2,2,1,21,0.00018147173577715272,-5.0962092292114005e-05,0.0,-0.0,0.00043143740562306753,-0.00012115910386525961,0.0005322687957418496,-0.00014947524129112132,0.00018158707100054475,-5.099448149186385e-05,0.0001622147723586028,-4.555422454455946e-05,0.0,-0.0,0.00014929829799940282,-4.1926934842593945e-05,0.0002578981302385558,-7.242465753080445e-05,0.0005361930294906167,-0.00015057727054997011
neat,2,0,1,1,0,0,0,0,0,0,4,0.00018147173577715272,7.972646653303015e-05,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0001330671989354624,5.846077096876415e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neatly,0,2,0,1,0,1,0,0,0,0,4,0.0,0.0,0.0004967709885742673,0.00021824773662705547,0.0,0.0,0.0001330671989354624,5.846077096876415e-05,0.0,0.0,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
necessary,1,0,0,0,0,1,0,0,1,0,3,9.073586788857636e-05,5.119965796557141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,7.276227342857029e-05,0.0,0.0
neck,0,0,0,0,0,1,1,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0005473453749315818,0.000308851357656575,0.0,0.0,0.0001289490651192779,7.276227342857029e-05,0.0,0.0
need,15,4,4,5,4,15,1,10,5,0,63,0.0013610380183286454,-0.0010315958592169814,0.0009935419771485345,-0.0007530530196675178,0.00028762493708204504,-0.00021800470677942236,0.0006653359946773121,-0.0005042899962044954,0.000726348284002179,-0.0005505341305940488,0.000811073861793014,-0.0006147517013318022,0.0005473453749315818,-0.0004148592579613337,0.000746491489997014,-0.0005658016305578954,0.0006447453255963894,-0.0004886833425501977,0.0,-0.0
needle,0,0,3,0,0,2,0,0,0,0,5,0.0,0.0,0.0,0.0,0.00021571870281153377,7.38669765202142e-05,0.0,0.0,0.0,0.0,0.00010814318157240186,3.7030678146664464e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neglect,1,0,1,0,1,0,0,1,0,0,4,9.073586788857636e-05,3.986323326651507e-05,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.00018158707100054475,7.977713706741649e-05,0.0,0.0,0.0,0.0,7.464914899970141e-05,3.279581172217547e-05,0.0,0.0,0.0,0.0
negotiable,1,0,0,0,1,0,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
negotiate,0,1,0,0,1,1,0,0,0,0,3,0.0,0.0,0.00024838549428713363,0.0001401568381615903,0.0,0.0,0.0,0.0,0.00018158707100054475,0.0001024643963026262,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
negro,11,0,0,0,0,14,0,0,0,0,25,0.00099809454677434,-0.0003558679392661227,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.000757002271006813,-0.000269907133621357,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
neighbour,4,0,7,1,0,5,0,1,5,0,23,0.00036294347155430543,-0.0001162635517137711,0.0,-0.0,0.0005033436398935787,-0.00016123866081941285,0.0001330671989354624,-4.262610124542485e-05,0.0,-0.0,0.00027035795393100465,-8.660515595851839e-05,0.0,-0.0,7.464914899970141e-05,-2.3912746406342777e-05,0.0006447453255963894,-0.00020653459114079162,0.0,-0.0
neighbourhood,2,0,2,5,1,1,0,17,1,1,30,0.00018147173577715272,-7.907241984600988e-05,0.0,-0.0,0.00014381246854102252,-6.266320120247896e-05,0.0006653359946773121,-0.00028990590123848133,0.00018158707100054475,-7.912267469791854e-05,5.407159078620093e-05,-2.356053690718273e-05,0.0,-0.0,0.0012690355329949238,-0.0005529550375145144,0.0001289490651192779,-5.61867916907076e-05,0.0005361930294906167,-0.00023363462174876001
neighbouring,3,0,0,0,1,1,0,2,1,0,8,0.00027220760366572906,3.76470460483481e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,2.511398187148746e-05,5.407159078620093e-05,7.478246899874633e-06,0.0,0.0,0.00014929829799940282,2.064835744495095e-05,0.0001289490651192779,1.7834003632015664e-05,0.0,0.0
neither,0,0,2,0,0,1,0,0,0,0,3,0.0,0.0,0.0,0.0,0.00014381246854102252,8.114926733854355e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neo,0,0,2,2,0,0,0,1,0,0,5,0.0,0.0,0.0,0.0,0.00014381246854102252,4.924465101347614e-05,0.0002661343978709248,9.113045397796574e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,2.5561561721574075e-05,0.0,0.0,0.0,0.0
neoclassical,1,0,2,8,1,0,1,1,4,0,18,9.073586788857636e-05,-1.9406571086569368e-05,0.0,-0.0,0.00014381246854102252,-3.075858487741152e-05,0.0010645375914836992,-0.00022768310839130375,0.00018158707100054475,-3.883781004995115e-05,0.0,-0.0,0.0005473453749315818,-0.00011706613023813958,7.464914899970141e-05,-1.5965946547109658e-05,0.0005157962604771116,-0.00011031841131919071,0.0,-0.0
neon,0,0,0,0,0,1,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
nero,0,0,0,1,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,9.851798928732452e-05,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nest,0,1,2,1,0,2,0,0,0,0,6,0.0,0.0,0.00024838549428713363,6.538535389333865e-05,0.00014381246854102252,3.785740055721312e-05,0.0001330671989354624,3.502880036920577e-05,0.0,0.0,0.00010814318157240186,2.8467766278207137e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nestle,1,0,1,1,1,0,0,1,1,0,6,9.073586788857636e-05,2.3885440048505707e-05,0.0,0.0,7.190623427051126e-05,1.892870027860656e-05,0.0001330671989354624,3.502880036920577e-05,0.00018158707100054475,4.780124110669718e-05,0.0,0.0,0.0,0.0,7.464914899970141e-05,1.9650749087382906e-05,0.0001289490651192779,3.394473691483964e-05,0.0,0.0
netherlands,1,0,0,1,0,0,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0001330671989354624,9.851798928732452e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
