,occ_brazil,occ_canada,occ_france,occ_germany,occ_italy,occ_mexico,occ_peru,occ_spain,occ_sweden,occ_usa,occ_count_tokens_overall,freq_brazil,tf_idf_brazil,freq_canada,tf_idf_canada,freq_france,tf_idf_france,freq_germany,tf_idf_germany,freq_italy,tf_idf_italy,freq_mexico,tf_idf_mexico,freq_peru,tf_idf_peru,freq_spain,tf_idf_spain,freq_sweden,tf_idf_sweden,freq_usa,tf_idf_usa
central,5,3,9,4,5,29,6,15,8,2,86,0.00045367933944288175,-0.0004051836340102271,0.0007451564828614009,-0.0006655035514793909,0.0006471561084346013,-0.0005779788520002937,0.0005322687957418496,-0.00047537233058434733,0.0009079353550027238,-0.0008108823007856752,0.001568076132799827,-0.001400457835864331,0.003284072249589491,-0.002933023862349237,0.001119737234995521,-0.0010000437810749581,0.0010315925209542231,-0.0009213212287147313,0.0010723860589812334,-0.0009577541727456758
centre,34,16,37,28,12,67,6,39,41,4,284,0.003085019508211596,-0.004355818189476421,0.003974167908594138,-0.005611229626979881,0.0026605306680089163,-0.003756471505780259,0.0037258815701929474,-0.0052606677760328345,0.002179044852006537,-0.0030766493297014258,0.0036227965826754623,-0.005115119437523004,0.003284072249589491,-0.004636865861703818,0.0029113168109883548,-0.004110562894943542,0.005286911669890393,-0.007464726221849299,0.0021447721179624667,-0.0030282587772414216
centrepiece,1,0,1,0,0,2,0,3,1,1,9,9.073586788857636e-05,7.907646830496345e-06,0.0,0.0,7.190623427051126e-05,6.26664095195946e-06,0.0,0.0,0.0,0.0,0.00010814318157240186,9.424697276835753e-06,0.0,0.0,0.0002239474469991042,1.951705935777102e-05,0.0001289490651192779,1.1237933683932972e-05,0.0005361930294906167,4.672931673935668e-05
centro,11,0,0,0,3,3,0,2,0,0,19,0.00099809454677434,-0.00023690863567195746,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0005447612130016343,-0.0001293050204074472,0.0001622147723586028,-3.850344692245116e-05,0.0,-0.0,0.00014929829799940282,-3.5437580739713933e-05,0.0,-0.0,0.0,-0.0
century,36,4,83,42,52,36,4,49,57,5,368,0.0032664912439887487,-0.004979619345481402,0.0009935419771485345,-0.0015146101674270171,0.005968217444452434,-0.009098279721131034,0.005588822355289421,-0.008519908929825988,0.009442527692028328,-0.014394709813472894,0.0019465772683032335,-0.0029674697094490394,0.0021893814997263274,-0.0033376138664812103,0.003657808300985369,-0.005576164641851997,0.007350096711798839,-0.011204892664135614,0.002680965147453083,-0.004087011081810437
ceramic,2,0,3,1,0,2,2,4,4,0,18,0.00018147173577715272,-3.8813142173138736e-05,0.0,-0.0,0.00021571870281153377,-4.613787731611728e-05,0.0001330671989354624,-2.846038854891297e-05,0.0,-0.0,0.00010814318157240186,-2.312964420299351e-05,0.0010946907498631637,-0.00023413226047627915,0.00029859659599880563,-6.386378618843863e-05,0.0005157962604771116,-0.00011031841131919071,0.0,-0.0
ceremonial,0,0,0,0,0,9,5,0,0,0,14,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.00048664431707580837,-5.0968863127507134e-05,0.002736726874657909,-0.0002866320484948358,0.0,-0.0,0.0,-0.0,0.0,-0.0
ceremony,0,0,0,1,1,7,0,2,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,0.0,0.00018158707100054475,0.0,0.0003785011355034065,0.0,0.0,0.0,0.00014929829799940282,0.0,0.0,0.0,0.0,0.0
certain,3,1,5,2,0,2,0,3,1,0,17,0.00027220760366572906,-5.146254501952151e-05,0.00024838549428713363,-4.6958826681581933e-05,0.0003595311713525563,-6.797161005969974e-05,0.0002661343978709248,-5.031436759016603e-05,0.0,-0.0,0.00010814318157240186,-2.0445142880939642e-05,0.0,-0.0,0.0002239474469991042,-4.2338661440739515e-05,0.0001289490651192779,-2.4378624915544665e-05,0.0,-0.0
certainly,3,0,1,4,3,8,1,6,2,0,28,0.00027220760366572906,-0.00011045241253534004,0.0,-0.0,7.190623427051126e-05,-2.9177058041561387e-05,0.0005322687957418496,-0.0002159762321671293,0.0005447612130016343,-0.00022104522218122072,0.00043257272628960744,-0.00017552302203265673,0.0005473453749315818,-0.0002220937855413214,0.0004478948939982084,-0.0001817402267172264,0.0002578981302385558,-0.00010464612409645241,0.0,-0.0
cervantes,0,0,0,0,0,1,0,2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.00014929829799940282,8.42447641741658e-05,0.0,0.0,0.0,0.0
chain,0,0,0,0,1,0,0,2,3,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,1.582534514597788e-05,0.0,0.0,0.0,0.0,0.00014929829799940282,1.3011372905180682e-05,0.00038684719535783365,3.3713801051798916e-05,0.0016085790884718498,0.00014018795021807003
chair,2,0,1,0,1,0,0,0,0,0,4,0.00018147173577715272,7.972646653303015e-05,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.00018158707100054475,7.977713706741649e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chalet,1,1,1,1,0,0,0,0,0,0,4,9.073586788857636e-05,3.986323326651507e-05,0.00024838549428713363,0.00010912386831352773,7.190623427051126e-05,3.1590759605253664e-05,0.0001330671989354624,5.846077096876415e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chalk,0,0,6,0,0,1,0,0,0,0,7,0.0,0.0,0.0,0.0,0.00043143740562306753,8.468885243861431e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,1.0613963725747171e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
challenge,0,0,1,1,0,1,0,4,0,0,7,0.0,0.0,0.0,0.0,7.190623427051126e-05,1.4114808739769051e-05,0.0001330671989354624,2.6120378595338413e-05,0.0,0.0,5.407159078620093e-05,1.0613963725747171e-05,0.0,0.0,0.00029859659599880563,5.8612912852782385e-05,0.0,0.0,0.0,0.0
challenging,0,1,1,0,1,1,0,1,0,1,6,0.0,0.0,0.00024838549428713363,6.538535389333865e-05,7.190623427051126e-05,1.892870027860656e-05,0.0,0.0,0.00018158707100054475,4.780124110669718e-05,5.407159078620093e-05,1.4233883139103569e-05,0.0,0.0,7.464914899970141e-05,1.9650749087382906e-05,0.0,0.0,0.0005361930294906167,0.00014114822239923936
chamber,0,0,2,1,2,4,0,0,1,0,10,0.0,0.0,0.0,0.0,0.00014381246854102252,5.9527842321456934e-06,0.0001330671989354624,5.508008670422498e-06,0.0003631741420010895,1.5032752917459623e-05,0.00021628636314480372,8.952673333670396e-06,0.0,0.0,0.0,0.0,0.0001289490651192779,5.337548053929733e-06,0.0,0.0
chamois,0,0,2,1,0,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0.00014381246854102252,6.318151921050733e-05,0.0001330671989354624,5.846077096876415e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,3.279581172217547e-05,0.0,0.0,0.0,0.0
champagne,1,0,28,1,0,0,0,0,0,0,30,9.073586788857636e-05,-3.953620992300494e-05,0.0,-0.0,0.002013374559574315,-0.0008772848168347052,0.0001330671989354624,-5.798118024769626e-05,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
champion,0,0,0,1,0,3,0,2,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,3.502880036920577e-05,0.0,0.0,0.0001622147723586028,4.27016494173107e-05,0.0,0.0,0.00014929829799940282,3.930149817476581e-05,0.0,0.0,0.0,0.0
championship,0,1,0,0,1,1,0,0,0,0,3,0.0,0.0,0.00024838549428713363,0.0001401568381615903,0.0,0.0,0.0,0.0,0.00018158707100054475,0.0001024643963026262,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chance,9,0,1,3,1,1,0,0,3,0,18,0.0008166228109971872,-0.0001746591397791243,0.0,-0.0,7.190623427051126e-05,-1.537929243870576e-05,0.0003992015968063872,-8.538116564673891e-05,0.00018158707100054475,-3.883781004995115e-05,5.407159078620093e-05,-1.1564822101496755e-05,0.0,-0.0,0.0,-0.0,0.00038684719535783365,-8.273880848939303e-05,0.0,-0.0
chancellor,0,0,3,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.00021571870281153377,9.477227881576099e-05,0.0001330671989354624,5.846077096876415e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
change,7,0,7,2,1,11,0,9,4,0,41,0.0006351510752200344,-0.0003629197169885285,0.0,-0.0,0.0005033436398935787,-0.000287606112096827,0.0002661343978709248,-0.00015206684539228487,0.00018158707100054475,-0.00010375724923942444,0.0005947874986482102,-0.0003398563256827411,0.0,-0.0,0.0006718423409973126,-0.0003838847823270822,0.0005157962604771116,-0.0002947214295610628,0.0,-0.0
changing,0,0,0,1,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,9.851798928732452e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
channel,3,1,0,0,1,0,0,0,0,0,5,0.00027220760366572906,9.321005738740757e-05,0.00024838549428713363,8.50528268311491e-05,0.0,0.0,0.0,0.0,0.00018158707100054475,6.217953165465884e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chaos,0,0,0,0,2,1,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003631741420010895,0.0002049287926052524,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapel,2,0,5,2,0,4,1,4,0,0,18,0.00018147173577715272,-3.8813142173138736e-05,0.0,-0.0,0.0003595311713525563,-7.68964621935288e-05,0.0002661343978709248,-5.692077709782594e-05,0.0,-0.0,0.00021628636314480372,-4.625928840598702e-05,0.0005473453749315818,-0.00011706613023813958,0.00029859659599880563,-6.386378618843863e-05,0.0,-0.0,0.0,-0.0
chapelle,0,1,3,0,0,0,0,0,0,0,4,0.0,0.0,0.00024838549428713363,0.00010912386831352773,0.00021571870281153377,9.477227881576099e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
character,2,1,3,1,3,2,0,5,2,3,22,0.00018147173577715272,-5.4628435834131425e-05,0.00024838549428713363,-7.477148426825166e-05,0.00021571870281153377,-6.493780017199566e-05,0.0001330671989354624,-4.005721831856037e-05,0.0005447612130016343,-0.00016398946558778712,0.00010814318157240186,-3.2554341479829263e-05,0.0,-0.0,0.000373245744998507,-0.00011235816499850001,0.0002578981302385558,-7.76350730274613e-05,0.0016085790884718498,-0.0004842305560278518
characteristic,1,0,3,0,1,1,0,2,1,0,9,9.073586788857636e-05,7.907646830496345e-06,0.0,0.0,0.00021571870281153377,1.879992285587838e-05,0.0,0.0,0.00018158707100054475,1.582534514597788e-05,5.407159078620093e-05,4.712348638417876e-06,0.0,0.0,0.00014929829799940282,1.3011372905180682e-05,0.0001289490651192779,1.1237933683932972e-05,0.0,0.0
characteristically,0,0,2,1,0,1,0,1,0,0,5,0.0,0.0,0.0,0.0,0.00014381246854102252,4.924465101347614e-05,0.0001330671989354624,4.556522698898287e-05,0.0,0.0,5.407159078620093e-05,1.8515339073332232e-05,0.0,0.0,7.464914899970141e-05,2.5561561721574075e-05,0.0,0.0,0.0,0.0
characterize,0,0,1,0,2,0,0,0,1,0,4,0.0,0.0,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.0003631741420010895,0.00015955427413483298,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,5.665154014574631e-05,0.0,0.0
charcoal,1,0,1,0,0,1,0,0,1,0,4,9.073586788857636e-05,3.986323326651507e-05,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,5.665154014574631e-05,0.0,0.0
chardonnay,0,0,1,0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charge,6,0,2,2,1,2,0,4,0,0,17,0.0005444152073314581,-0.00010292509003904302,0.0,-0.0,0.00014381246854102252,-2.7188644023879898e-05,0.0002661343978709248,-5.031436759016603e-05,0.00018158707100054475,-3.433016818958577e-05,0.00010814318157240186,-2.0445142880939642e-05,0.0,-0.0,0.00029859659599880563,-5.645154858765269e-05,0.0,-0.0,0.0,-0.0
chariot,0,0,0,1,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,9.851798928732452e-05,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charismatic,0,0,1,1,1,0,0,0,1,0,4,0.0,0.0,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0001330671989354624,5.846077096876415e-05,0.00018158707100054475,7.977713706741649e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,5.665154014574631e-05,0.0,0.0
charles,1,0,8,1,1,1,0,0,0,0,12,9.073586788857636e-05,-3.428777868560004e-06,0.0,-0.0,0.0005752498741640901,-2.1737864896469292e-05,0.0001330671989354624,-5.028417949354597e-06,0.00018158707100054475,-6.861914089231851e-06,5.407159078620093e-05,-2.043287600811063e-06,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
charm,3,0,11,3,2,4,1,3,4,0,31,0.00027220760366572906,-0.00012248498557555058,0.0,-0.0,0.0007909685769756238,-0.0003559113464756255,0.0003992015968063872,-0.00017962834677686532,0.0003631741420010895,-0.00016341710865300438,0.00021628636314480372,-9.732216041441497e-05,0.0005473453749315818,-0.0002462884557613835,0.0002239474469991042,-0.00010076941072171864,0.0005157962604771116,-0.00023209233200569834,0.0,-0.0
charming,1,0,1,0,1,1,0,0,0,0,4,9.073586788857636e-05,3.986323326651507e-05,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.00018158707100054475,7.977713706741649e-05,5.407159078620093e-05,2.3755417639789263e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chase,0,0,2,0,0,1,0,0,0,0,3,0.0,0.0,0.0,0.0,0.00014381246854102252,8.114926733854355e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chasm,0,0,0,1,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,9.851798928732452e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
cheap,5,2,4,0,2,5,1,5,1,0,25,0.00045367933944288175,-0.00016175815421187395,0.0004967709885742673,-0.00017712236637546576,0.00028762493708204504,-0.0001025519014924319,0.0,-0.0,0.0003631741420010895,-0.00012948876829991377,0.00027035795393100465,-9.639540486477035e-05,0.0005473453749315818,-0.00019515452846951975,0.000373245744998507,-0.00013307977139213667,0.0001289490651192779,-4.597644403788686e-05,0.0,-0.0
cheaply,1,0,0,0,1,0,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
check,4,3,5,2,1,3,2,2,5,1,28,0.00036294347155430543,-0.0001472698833804534,0.0007451564828614009,-0.0003023586782295039,0.0003595311713525563,-0.00014588529020780693,0.0002661343978709248,-0.00010798811608356465,0.00018158707100054475,-7.368174072707357e-05,0.0001622147723586028,-6.582113326224627e-05,0.0010946907498631637,-0.0004441875710826428,0.00014929829799940282,-6.058007557240881e-05,0.0006447453255963894,-0.000261615310241131,0.0005361930294906167,-0.00021756855023270468
cheese,1,0,13,1,0,2,0,1,1,0,19,9.073586788857636e-05,-2.1537148697450678e-05,0.0,-0.0,0.0009347810455166463,-0.0002218804850312685,0.0001330671989354624,-3.1584952201544096e-05,0.0,-0.0,0.00010814318157240186,-2.566896461496744e-05,0.0,-0.0,7.464914899970141e-05,-1.7718790369856967e-05,0.0001289490651192779,-3.0607468187569816e-05,0.0,-0.0
chef,0,0,2,0,0,0,0,5,0,0,7,0.0,0.0,0.0,0.0,0.00014381246854102252,2.8229617479538103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000373245744998507,7.326614106597798e-05,0.0,0.0,0.0,0.0
cherry,1,0,1,1,0,0,0,0,0,0,3,9.073586788857636e-05,5.119965796557141e-05,0.0,0.0,7.190623427051126e-05,4.0574633669271773e-05,0.0001330671989354624,7.508601868776613e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chestnut,0,0,6,0,0,0,0,0,1,0,7,0.0,0.0,0.0,0.0,0.00043143740562306753,8.468885243861431e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,2.53120109792351e-05,0.0,0.0
chic,0,0,4,2,0,0,0,3,0,0,9,0.0,0.0,0.0,0.0,0.00028762493708204504,2.506656380783784e-05,0.0002661343978709248,2.3193659539294794e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002239474469991042,1.951705935777102e-05,0.0,0.0,0.0,0.0
chicken,2,0,0,2,0,3,0,1,0,0,8,0.00018147173577715272,2.5098030698898734e-05,0.0,0.0,0.0,0.0,0.0002661343978709248,3.6807105300407576e-05,0.0,0.0,0.0001622147723586028,2.2434740699623898e-05,0.0,0.0,7.464914899970141e-05,1.0324178722475475e-05,0.0,0.0,0.0,0.0
chickpea,0,0,1,0,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
chico,1,0,0,0,0,4,0,0,0,0,5,9.073586788857636e-05,3.1070019129135856e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021628636314480372,7.406135629332893e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chief,1,3,6,0,0,7,1,5,0,0,23,9.073586788857636e-05,-2.9065887928442775e-05,0.0007451564828614009,-0.00023869981435124278,0.00043143740562306753,-0.0001382045664166396,0.0,-0.0,0.0,-0.0,0.0003785011355034065,-0.00012124721834192574,0.0005473453749315818,-0.0001753339632508855,0.000373245744998507,-0.00011956373203171387,0.0,-0.0,0.0,-0.0
chiefly,0,0,1,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child,3,0,5,1,0,4,0,4,8,0,25,0.00027220760366572906,-9.705489252712437e-05,0.0,-0.0,0.0003595311713525563,-0.00012818987686553988,0.0001330671989354624,-4.7444753627919166e-05,0.0,-0.0,0.00021628636314480372,-7.711632389181628e-05,0.0,-0.0,0.00029859659599880563,-0.00010646381711370935,0.0010315925209542231,-0.00036781155230309487,0.0,-0.0
childhood,0,0,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
chill,4,0,0,0,0,0,0,2,1,0,7,0.00036294347155430543,7.12438599560723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014929829799940282,2.9306456426391193e-05,0.0001289490651192779,2.53120109792351e-05,0.0,0.0
chilli,0,0,1,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chilly,3,0,1,0,0,2,0,0,1,0,7,0.00027220760366572906,5.343289496705422e-05,0.0,0.0,7.190623427051126e-05,1.4114808739769051e-05,0.0,0.0,0.0,0.0,0.00010814318157240186,2.1227927451494342e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,2.53120109792351e-05,0.0,0.0
chimney,0,0,0,0,0,1,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,7.464914899970141e-05,4.21223820870829e-05,0.0001289490651192779,7.276227342857029e-05,0.0,0.0
china,0,0,0,0,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
chip,0,0,0,1,0,0,0,2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,7.508601868776613e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00014929829799940282,8.42447641741658e-05,0.0,0.0,0.0,0.0
chocolate,0,0,0,0,0,11,0,3,0,0,14,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0005947874986482102,-6.229527715584206e-05,0.0,-0.0,0.0002239474469991042,-2.345521435951321e-05,0.0,-0.0,0.0,-0.0
choice,4,2,0,1,0,3,0,3,2,0,15,0.00036294347155430543,-4.888796802375692e-05,0.0004967709885742673,-6.691434371458333e-05,0.0,-0.0,0.0001330671989354624,-1.792396192913589e-05,0.0,-0.0,0.0001622147723586028,-2.18500985018043e-05,0.0,-0.0,0.0002239474469991042,-3.0165401738755503e-05,0.0002578981302385558,-3.47385103539539e-05,0.0,-0.0
choir,0,0,1,1,0,2,0,0,1,0,5,0.0,0.0,0.0,0.0,7.190623427051126e-05,2.462232550673807e-05,0.0001330671989354624,4.556522698898287e-05,0.0,0.0,0.00010814318157240186,3.7030678146664464e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,4.415508456766039e-05,0.0,0.0
choose,4,1,4,3,1,3,0,3,3,0,22,0.00036294347155430543,-0.00010925687166826285,0.00024838549428713363,-7.477148426825166e-05,0.00028762493708204504,-8.658373356266089e-05,0.0003992015968063872,-0.0001201716549556811,0.00018158707100054475,-5.466315519592903e-05,0.0001622147723586028,-4.8831512219743895e-05,0.0,-0.0,0.0002239474469991042,-6.74148989991e-05,0.00038684719535783365,-0.00011645260954119195,0.0,-0.0
chop,0,0,1,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chowder,0,0,0,0,0,1,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.00039697731340173937
christ,1,0,1,0,5,0,1,2,0,0,10,9.073586788857636e-05,3.755801212070146e-06,0.0,0.0,7.190623427051126e-05,2.9763921160728467e-06,0.0,0.0,0.0009079353550027238,3.758188229364906e-05,0.0,0.0,0.0005473453749315818,2.2656094777353627e-05,0.00014929829799940282,6.179857443748146e-06,0.0,0.0,0.0,0.0
christi,0,0,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
christian,1,0,1,1,3,4,0,8,9,0,27,9.073586788857636e-05,-3.538436430457874e-05,0.0,-0.0,7.190623427051126e-05,-2.8041351765352867e-05,0.0001330671989354624,-5.1892359148471356e-05,0.0005447612130016343,-0.00021244111803201142,0.00021628636314480372,-8.434542640872981e-05,0.0,-0.0,0.0005971931919976113,-0.00023288807345521784,0.0011605415860735009,-0.0004525776545463392,0.0,-0.0
christianity,0,0,1,0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
christmas,2,0,1,3,0,2,0,4,3,0,15,0.00018147173577715272,-2.444398401187846e-05,0.0,-0.0,7.190623427051126e-05,-9.685667210574262e-06,0.0003992015968063872,-5.3771885787407674e-05,0.0,-0.0,0.00010814318157240186,-1.45667323345362e-05,0.0,-0.0,0.00029859659599880563,-4.022053565167401e-05,0.00038684719535783365,-5.210776553093084e-05,0.0,-0.0
chronicle,1,0,1,0,0,0,0,2,0,0,4,9.073586788857636e-05,3.986323326651507e-05,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014929829799940282,6.559162344435094e-05,0.0,0.0,0.0,0.0
chronicler,0,0,2,0,0,1,0,0,0,0,3,0.0,0.0,0.0,0.0,0.00014381246854102252,8.114926733854355e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chunk,0,0,1,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
church,2,1,22,8,19,35,3,25,17,2,134,0.00018147173577715272,-0.00019702606173787907,0.00024838549428713363,-0.0002696751398923454,0.0015819371539512476,-0.001717528330376416,0.0010645375914836992,-0.0011557813580376128,0.0034501543490103505,-0.003745874369152909,0.0018925056775170325,-0.0020547163383924727,0.0016420361247947454,-0.0017827785110124507,0.0018662287249925351,-0.0020261871327384717,0.002192134107027724,-0.002380026553773295,0.0010723860589812334,-0.0011643025342697936
churchill,0,0,2,0,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,0.00014381246854102252,8.114926733854355e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,7.276227342857029e-05,0.0,0.0
château,0,1,8,0,0,0,0,0,0,0,9,0.0,0.0,0.00024838549428713363,2.1646839473149576e-05,0.0005752498741640901,5.013312761567568e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cid,1,0,0,0,0,0,0,1,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
cider,0,0,3,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.00021571870281153377,9.477227881576099e-05,0.0001330671989354624,5.846077096876415e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
